#  q, mod1, mod2, omega1(Ry),  omega2(Ry),gamma1(Ry),  gamma2(Ry)
     1   4   4	 8.3747823447E-03	 8.3747823447E-03	 1.1176032078E-06	 1.1176032078E-06
     1   4   5	 8.3747823447E-03	 1.3755688509E-02	 1.1176032078E-06	 5.8332000666E-04
     1   4   6	 8.3747823447E-03	 1.3755688509E-02	 1.1176032078E-06	 5.8332000666E-04
     1   5   5	 1.3755688509E-02	 1.3755688509E-02	 5.8332000666E-04	 5.8332000666E-04
     1   5   6	 1.3755688509E-02	 1.3755688509E-02	 5.8332000666E-04	 5.8332000666E-04
     1   6   6	 1.3755688509E-02	 1.3755688509E-02	 5.8332000666E-04	 5.8332000666E-04
     2   1   1	 2.5982512729E-04	 2.5982512729E-04	 5.7678309082E-11	 5.7678309082E-11
     2   1   2	 2.5982512729E-04	 5.3455866006E-04	 5.7678309082E-11	 3.6324332043E-08
     2   1   3	 2.5982512729E-04	 9.6403436070E-04	 5.7678309082E-11	 3.0828669659E-08
     2   1   4	 2.5982512729E-04	 8.3554993639E-03	 5.7678309082E-11	 1.1580139675E-06
     2   1   5	 2.5982512729E-04	 1.3751461033E-02	 5.7678309082E-11	 5.4823787260E-04
     2   1   6	 2.5982512729E-04	 1.3760829516E-02	 5.7678309082E-11	 6.6268076572E-04
     2   2   2	 5.3455866006E-04	 5.3455866006E-04	 3.6324332043E-08	 3.6324332043E-08
     2   2   3	 5.3455866006E-04	 9.6403436070E-04	 3.6324332043E-08	 3.0828669659E-08
     2   2   4	 5.3455866006E-04	 8.3554993639E-03	 3.6324332043E-08	 1.1580139675E-06
     2   2   5	 5.3455866006E-04	 1.3751461033E-02	 3.6324332043E-08	 5.4823787260E-04
     2   2   6	 5.3455866006E-04	 1.3760829516E-02	 3.6324332043E-08	 6.6268076572E-04
     2   3   3	 9.6403436070E-04	 9.6403436070E-04	 3.0828669659E-08	 3.0828669659E-08
     2   3   4	 9.6403436070E-04	 8.3554993639E-03	 3.0828669659E-08	 1.1580139675E-06
     2   3   5	 9.6403436070E-04	 1.3751461033E-02	 3.0828669659E-08	 5.4823787260E-04
     2   3   6	 9.6403436070E-04	 1.3760829516E-02	 3.0828669659E-08	 6.6268076572E-04
     2   4   4	 8.3554993639E-03	 8.3554993639E-03	 1.1580139675E-06	 1.1580139675E-06
     2   4   5	 8.3554993639E-03	 1.3751461033E-02	 1.1580139675E-06	 5.4823787260E-04
     2   4   6	 8.3554993639E-03	 1.3760829516E-02	 1.1580139675E-06	 6.6268076572E-04
     2   5   5	 1.3751461033E-02	 1.3751461033E-02	 5.4823787260E-04	 5.4823787260E-04
     2   5   6	 1.3751461033E-02	 1.3760829516E-02	 5.4823787260E-04	 6.6268076572E-04
     2   6   6	 1.3760829516E-02	 1.3760829516E-02	 6.6268076572E-04	 6.6268076572E-04
     3   1   1	 5.1909447760E-04	 5.1909447760E-04	 2.3036838964E-10	 2.3036838964E-10
     3   1   2	 5.1909447760E-04	 1.0661486360E-03	 2.3036838964E-10	 1.4900111429E-07
     3   1   3	 5.1909447760E-04	 1.9231781699E-03	 2.3036838964E-10	 8.2105684807E-07
     3   1   4	 5.1909447760E-04	 8.2980070619E-03	 2.3036838964E-10	 8.7097588686E-07
     3   1   5	 5.1909447760E-04	 1.3738764482E-02	 2.3036838964E-10	 4.3149073923E-04
     3   1   6	 5.1909447760E-04	 1.3775431041E-02	 2.3036838964E-10	 5.8577493389E-04
     3   2   2	 1.0661486360E-03	 1.0661486360E-03	 1.4900111429E-07	 1.4900111429E-07
     3   2   3	 1.0661486360E-03	 1.9231781699E-03	 1.4900111429E-07	 8.2105684807E-07
     3   2   4	 1.0661486360E-03	 8.2980070619E-03	 1.4900111429E-07	 8.7097588686E-07
     3   2   5	 1.0661486360E-03	 1.3738764482E-02	 1.4900111429E-07	 4.3149073923E-04
     3   2   6	 1.0661486360E-03	 1.3775431041E-02	 1.4900111429E-07	 5.8577493389E-04
     3   3   3	 1.9231781699E-03	 1.9231781699E-03	 8.2105684807E-07	 8.2105684807E-07
     3   3   4	 1.9231781699E-03	 8.2980070619E-03	 8.2105684807E-07	 8.7097588686E-07
     3   3   5	 1.9231781699E-03	 1.3738764482E-02	 8.2105684807E-07	 4.3149073923E-04
     3   3   6	 1.9231781699E-03	 1.3775431041E-02	 8.2105684807E-07	 5.8577493389E-04
     3   4   4	 8.2980070619E-03	 8.2980070619E-03	 8.7097588686E-07	 8.7097588686E-07
     3   4   5	 8.2980070619E-03	 1.3738764482E-02	 8.7097588686E-07	 4.3149073923E-04
     3   4   6	 8.2980070619E-03	 1.3775431041E-02	 8.7097588686E-07	 5.8577493389E-04
     3   5   5	 1.3738764482E-02	 1.3738764482E-02	 4.3149073923E-04	 4.3149073923E-04
     3   5   6	 1.3738764482E-02	 1.3775431041E-02	 4.3149073923E-04	 5.8577493389E-04
     3   6   6	 1.3775431041E-02	 1.3775431041E-02	 5.8577493389E-04	 5.8577493389E-04
     4   1   1	 7.7728017539E-04	 7.7728017539E-04	 5.0112122831E-10	 5.0112122831E-10
     4   1   2	 7.7728017539E-04	 1.5917173279E-03	 5.0112122831E-10	 3.5344390045E-07
     4   1   3	 7.7728017539E-04	 2.8725406909E-03	 5.0112122831E-10	 2.3466675083E-06
     4   1   4	 7.7728017539E-04	 8.2033744830E-03	 5.0112122831E-10	 1.4637417363E-06
     4   1   5	 7.7728017539E-04	 1.3717572006E-02	 5.0112122831E-10	 3.9687868483E-04
     4   1   6	 7.7728017539E-04	 1.3797085720E-02	 5.0112122831E-10	 7.1092685696E-04
