#  q, mod1, mod2, omega1(Ry),  omega2(Ry),gamma1(Ry),  gamma2(Ry)
     1   4   4	 8.3747823447E-03	 8.3747823447E-03	 1.1244305680E-06	 1.1244305680E-06
     1   4   5	 8.3747823447E-03	 1.3755688509E-02	 1.1244305680E-06	 5.9706156234E-04
     1   4   6	 8.3747823447E-03	 1.3755688509E-02	 1.1244305680E-06	 5.9706156234E-04
     1   5   5	 1.3755688509E-02	 1.3755688509E-02	 5.9706156234E-04	 5.9706156234E-04
     1   5   6	 1.3755688509E-02	 1.3755688509E-02	 5.9706156234E-04	 5.9706156234E-04
     1   6   6	 1.3755688509E-02	 1.3755688509E-02	 5.9706156234E-04	 5.9706156234E-04
     2   1   1	 2.5982512729E-04	 2.5982512729E-04	 2.1394295773E-10	 2.1394295773E-10
     2   1   2	 2.5982512729E-04	 5.3455866006E-04	 2.1394295773E-10	 1.2770787710E-07
     2   1   3	 2.5982512729E-04	 9.6403436070E-04	 2.1394295773E-10	 4.5647493971E-08
     2   1   4	 2.5982512729E-04	 8.3554993639E-03	 2.1394295773E-10	 1.1647799892E-06
     2   1   5	 2.5982512729E-04	 1.3751461033E-02	 2.1394295773E-10	 5.6232695375E-04
     2   1   6	 2.5982512729E-04	 1.3760829516E-02	 2.1394295773E-10	 6.7549168671E-04
     2   2   2	 5.3455866006E-04	 5.3455866006E-04	 1.2770787710E-07	 1.2770787710E-07
     2   2   3	 5.3455866006E-04	 9.6403436070E-04	 1.2770787710E-07	 4.5647493971E-08
     2   2   4	 5.3455866006E-04	 8.3554993639E-03	 1.2770787710E-07	 1.1647799892E-06
     2   2   5	 5.3455866006E-04	 1.3751461033E-02	 1.2770787710E-07	 5.6232695375E-04
     2   2   6	 5.3455866006E-04	 1.3760829516E-02	 1.2770787710E-07	 6.7549168671E-04
     2   3   3	 9.6403436070E-04	 9.6403436070E-04	 4.5647493971E-08	 4.5647493971E-08
     2   3   4	 9.6403436070E-04	 8.3554993639E-03	 4.5647493971E-08	 1.1647799892E-06
     2   3   5	 9.6403436070E-04	 1.3751461033E-02	 4.5647493971E-08	 5.6232695375E-04
     2   3   6	 9.6403436070E-04	 1.3760829516E-02	 4.5647493971E-08	 6.7549168671E-04
     2   4   4	 8.3554993639E-03	 8.3554993639E-03	 1.1647799892E-06	 1.1647799892E-06
     2   4   5	 8.3554993639E-03	 1.3751461033E-02	 1.1647799892E-06	 5.6232695375E-04
     2   4   6	 8.3554993639E-03	 1.3760829516E-02	 1.1647799892E-06	 6.7549168671E-04
     2   5   5	 1.3751461033E-02	 1.3751461033E-02	 5.6232695375E-04	 5.6232695375E-04
     2   5   6	 1.3751461033E-02	 1.3760829516E-02	 5.6232695375E-04	 6.7549168671E-04
     2   6   6	 1.3760829516E-02	 1.3760829516E-02	 6.7549168671E-04	 6.7549168671E-04
     3   1   1	 5.1909447760E-04	 5.1909447760E-04	 8.5711370481E-10	 8.5711370481E-10
     3   1   2	 5.1909447760E-04	 1.0661486360E-03	 8.5711370481E-10	 4.6198394244E-07
     3   1   3	 5.1909447760E-04	 1.9231781699E-03	 8.5711370481E-10	 9.0356905601E-07
     3   1   4	 5.1909447760E-04	 8.2980070619E-03	 8.5711370481E-10	 8.7770744790E-07
     3   1   5	 5.1909447760E-04	 1.3738764482E-02	 8.5711370481E-10	 4.4475803816E-04
     3   1   6	 5.1909447760E-04	 1.3775431041E-02	 8.5711370481E-10	 5.9770401493E-04
