0.0     517
0.1     35.6
0.3     93.9
0.5     131.2
0.7     146.
1.0     150.0  
1.0     410.0  
1.0     463.0  
2.0     150.0  
2.0     410.0  
2.0     463.0  
2.7071  141
2.7071  201
3.2728  40.6
3.2728  50.9
3.414213   517.0  
3.9338    106.2
4.280239 114.0  
4.280239 378.0 
4.280239 417.0  
4.280239 487.0
