# temperature     1000.0000000000
# pressure (kbar)        5.0000000000
#               v0(iT)                    g0(iT)                    k0(iT)                   dk0(iT)                  d2k0(iT)
#      267.6292364982      -15.8775971106        0.0058967347        3.7703359010    -1471.0507848261
#               volume            gibbs_free_nrg                 electrons                zero-point               ph_free_nrg                        pV                      g-g0                     g_fit
      250.0000000000      -15.8737782578      -15.8505509400        0.0094715939       -0.0411962390        0.0084973273        0.0038188528      -15.8737772303
      257.5752500000      -15.8764088832      -15.8530076500        0.0092394639       -0.0413955019        0.0087548048        0.0011882275      -15.8764132039
      265.3020000000      -15.8775434136      -15.8538514500        0.0090067078       -0.0417161032        0.0090174317        0.0000536970      -15.8775366088
      273.1817500000      -15.8772635857      -15.8531839700        0.0087729740       -0.0421378487        0.0092852590        0.0003335249      -15.8772683428
      281.2160000000      -15.8757176091      -15.8511809600        0.0085406109       -0.0426355976        0.0095583376        0.0018795015      -15.8757163636
