 # temperature   330.00000000000000     
 # pressure (kbar)   5.0000000000000000     
#               v0(iT)                    g0(iT)                    k0(iT)                   dk0(iT)                  d2k0(iT)
 #   265.66459495156869       -15.840615338646364        6.3342606156881771E-003   4.0222199543388770       -1471.0507848261050     
#               volume            gibbs_free_nrg                 electrons                zero-point               ph_free_nrg                        pV                      g-g0                     g_fit
   250.00000000000000       -15.837374455901658       -15.850550940000000        9.4715978528787242E-003  -4.7924410588947959E-003   8.4973273043579146E-003   3.2408827447056865E-003  -15.837373344106725     
   257.57524999999998       -15.839788855683310       -15.853007650000000        9.2394660672200628E-003  -4.7754765695360466E-003   8.7548048190072628E-003   8.2648296305443125E-004  -15.839793552660232     
   265.30199999999996       -15.840621196217379       -15.853851450000001        9.0067021155577579E-003  -4.7938800469403027E-003   9.0174317140030522E-003  -5.8575710149000315E-006  -15.840613767672449     
   273.18175000000008       -15.839967069562249       -15.853183970000000        8.7729656830205296E-003  -4.8413242185776240E-003   9.2852589733091132E-003   6.4826908411497186E-004  -15.839972284100677     
   281.21600000000007       -15.837993070048181       -15.851180960000001        8.5406104135312601E-003  -4.9110580426010401E-003   9.5583375808892639E-003   2.6222685981824867E-003  -15.837991698872692     
