# temperature       50.0000000000
# pressure (kbar)        5.0000000000
#               v0(iT)                    g0(iT)                    k0(iT)                   dk0(iT)                  d2k0(iT)
#      265.4734777021      -15.8358361013        0.0064707875        4.1096011249    -1471.0507848261
#               volume            gibbs_free_nrg                 electrons                zero-point               ph_free_nrg                        pV                      g-g0                     g_fit
      250.0000000000      -15.8326014696      -15.8505509400        0.0094715939       -0.0000194508        0.0084973273        0.0032346318      -15.8326003386
      257.5752500000      -15.8350307019      -15.8530076500        0.0092394639       -0.0000173207        0.0087548048        0.0008053994      -15.8350354833
      265.3020000000      -15.8358433114      -15.8538514500        0.0090067078       -0.0000160009        0.0090174317       -0.0000072100      -15.8358357426
      273.1817500000      -15.8351409345      -15.8531839700        0.0087729740       -0.0000151975        0.0092852590        0.0006951669      -15.8351462517
      281.2160000000      -15.8330967467      -15.8511809600        0.0085406109       -0.0000147353        0.0095583376        0.0027393546      -15.8330953480
