# temperature     1000.0000000000
# pressure (kbar)        0.0000000000
#               v0(iT)                    g0(iT)                    k0(iT)                   dk0(iT)                  d2k0(iT)
#      269.1934476908      -15.8867201046        0.0057685930        3.7702392762    -1471.0507848261
#               volume            gibbs_free_nrg                 electrons                zero-point               ph_free_nrg                        pV                      g-g0                     g_fit
      250.0000000000      -15.8822755851      -15.8505509400        0.0094715939       -0.0411962390        0.0000000000        0.0044445195      -15.8822745583
      257.5752500000      -15.8851636880      -15.8530076500        0.0092394639       -0.0413955019        0.0000000000        0.0015564166      -15.8851680072
      265.3020000000      -15.8865608454      -15.8538514500        0.0090067078       -0.0417161032        0.0000000000        0.0001592592      -15.8865540407
      273.1817500000      -15.8865488447      -15.8531839700        0.0087729740       -0.0421378487        0.0000000000        0.0001712599      -15.8865536034
      281.2160000000      -15.8852759466      -15.8511809600        0.0085406109       -0.0426355976        0.0000000000        0.0014441579      -15.8852747002
