# temperature       60.0000000000
# pressure (kbar)        0.0000000000
#               v0(iT)                    g0(iT)                    k0(iT)                   dk0(iT)                  d2k0(iT)
#      266.8825905907      -15.8449003887        0.0063297179        4.1069920145    -1471.0507848261
#               volume            gibbs_free_nrg                 electrons                zero-point               ph_free_nrg                        pV                      g-g0                     g_fit
      250.0000000000      -15.8411189684      -15.8505509400        0.0094715939       -0.0000396223        0.0000000000        0.0037814203      -15.8411178370
      257.5752500000      -15.8438039314      -15.8530076500        0.0092394639       -0.0000357453        0.0000000000        0.0010964572      -15.8438087142
      265.3020000000      -15.8448780320      -15.8538514500        0.0090067078       -0.0000332898        0.0000000000        0.0000223566      -15.8448704612
      273.1817500000      -15.8444427740      -15.8531839700        0.0087729740       -0.0000317780        0.0000000000        0.0004576146      -15.8444480928
      281.2160000000      -15.8426712544      -15.8511809600        0.0085406109       -0.0000309054        0.0000000000        0.0022291342      -15.8426698550
