 # temperature   70.000000000000000     
#               v0(iT)                    g0(iT)                    k0(iT)                   dk0(iT)                  d2k0(iT)
 #   266.87729201596392       -15.844926282855258        6.3279564551263177E-003   4.1039501896742880       -1471.0505401859523     
#               volume                     gibbs                 electrons                zero-point                        TS                      g-g0                     g_fit
   250.00000000000000       -15.841148605059086       -15.850550940000000        9.4715978528841990E-003  -6.9262911971314128E-005   3.7776777961724406E-003  -15.841147473029084     
   257.57524999999998       -15.843831426517621       -15.853007650000000        9.2394660672211592E-003  -6.3242584841224035E-005   1.0948563376373954E-003  -15.843836210193199     
   265.30199999999996       -15.844904136748344       -15.853851450000001        9.0067021155607416E-003  -5.9388863905394705E-005   2.2146106914533448E-005  -15.844896564634464     
   273.18175000000008       -15.844468027132253       -15.853183970000000        8.7729656830170116E-003  -5.7022815269741362E-005   4.5825572300550732E-004  -15.844473347445613     
   281.21600000000007       -15.842696035802652       -15.851180960000001        8.5406104135319402E-003  -5.5686216182305471E-005   2.2302470526067708E-003  -15.842694635957583     
