 # temperature   60.000000000000000     
#               v0(iT)                    g0(iT)                    k0(iT)                   dk0(iT)                  d2k0(iT)
 #   266.88262506932693       -15.844900396154930        6.3297441335968506E-003   4.1067649593393041       -1471.0505401859523     
#               volume                     gibbs                 electrons                zero-point                        TS                      g-g0                     g_fit
   250.00000000000000       -15.841118964129713       -15.850550940000000        9.4715978528841990E-003  -3.9621982597727012E-005   3.7814320252174127E-003  -15.841117832463507     
   257.57524999999998       -15.843803929568221       -15.853007650000000        9.2394660672211592E-003  -3.5745635442336341E-005   1.0964665867092549E-003  -15.843808712003728     
   265.30199999999996       -15.844878038042527       -15.853851450000001        9.0067021155607416E-003  -3.3290158087986286E-005   2.2358112403253472E-005  -15.844870467333713     
   273.18175000000008       -15.844442782741108       -15.853183970000000        8.7729656830170116E-003  -3.1778424124608846E-005   4.5761341382188903E-004  -15.844448102521667     
   281.21600000000007       -15.842671255057157       -15.851180960000001        8.5406104135319402E-003  -3.0905470688237135E-005   2.2291410977732795E-003  -15.842669855216116     
