#          Temperature                   volume0             vol.therm.exp                   energy0                 bulk mod.                     dbulk                    d2bulk
   10.000000000000000        266.89193576641895       -1.0561933857757153E-008  -15.844867492163385        6.3328435774513137E-003   4.1135427588506026       -1471.0505401859523     
   20.000000000000000        266.89190757746923       -8.2314656566996512E-008  -15.844867721071301        6.3328218850113253E-003   4.1134938230353795       -1471.0505401859523     
   30.000000000000000        266.89149638410470       -3.6002358225064027E-007  -15.844869080635480        6.3326379643308655E-003   4.1129548191263465       -1471.0505401859523     
   40.000000000000000        266.88998583281722       -8.4425800578669416E-007  -15.844873498009198        6.3320973700375042E-003   4.1115475575926608       -1471.0505401859523     
   50.000000000000000        266.88698990396063       -1.3790038047436444E-006  -15.844883281399376        6.3311287596524018E-003   4.1094026366183467       -1471.0505401859523     
   60.000000000000000        266.88262506932693       -1.8168826078859675E-006  -15.844900396154930        6.3297441335968506E-003   4.1067649593393041       -1471.0505401859523     
   70.000000000000000        266.87729201596392       -2.0799018790326509E-006  -15.844926282855258        6.3279564551263177E-003   4.1039501896742880       -1471.0505401859523     
   80.000000000000000        266.87152349770423       -2.1434018037062997E-006  -15.844961963990965        6.3257810530915129E-003   4.1010482716382040       -1471.0505401859523     
   90.000000000000000        266.86585175786746       -2.0178282941799224E-006  -15.845008181676732        6.3232236592240827E-003   4.0981369868383544       -1471.0505401859523     
   100.00000000000000        266.86075370837568       -1.7307497127674086E-006  -15.845065497423969        6.3202927055837571E-003   4.0952333619738006       -1471.0505401859523     
   110.00000000000000        266.85661437441087       -1.3164903182934059E-006  -15.845134346911783        6.3170007555617899E-003   4.0923595623319695       -1471.0505401859523     
   120.00000000000000        266.85372742539175       -8.0973407668392013E-007  -15.845215068226835        6.3133687971697709E-003   4.0894897808462236       -1471.0505401859523     
   130.00000000000000        266.85229276327914       -2.4272240018344919E-007  -15.845307915214402        6.3094211299574050E-003   4.0866143397751120       -1471.0505401859523     
   140.00000000000000        266.85243200481187        3.5869367874037307E-007  -15.845413066653023        6.3051848633372577E-003   4.0837311125647116       -1471.0505401859523     
   150.00000000000000        266.85420712888947        9.7375635181168611E-007  -15.845530633875578        6.3006896107722929E-003   4.0808133112884919       -1471.0505401859523     
   160.00000000000000        266.85762902439586        1.5865244090615671E-006  -15.845660667603440        6.2959624865315039E-003   4.0778632400388224       -1471.0505401859523     
   170.00000000000000        266.86267465173330        2.1863418361474975E-006  -15.845803166000119        6.2910294885274130E-003   4.0748791107155267       -1471.0505401859523     
   180.00000000000000        266.86929808499781        2.7655569157243609E-006  -15.845958082131128        6.2859145047519287E-003   4.0718492996801441       -1471.0505401859523     
   190.00000000000000        266.87743549639157        3.3193944813454401E-006  -15.846125331649395        6.2806403614706473E-003   4.0687766751952017       -1471.0505401859523     
   200.00000000000000        266.88701551472946        3.8452906321172397E-006  -15.846304798809006        6.2752256741610158E-003   4.0656604659964133       -1471.0505401859523     
   210.00000000000000        266.89796065920342        4.3417030017684305E-006  -15.846496343042187        6.2696879081204438E-003   4.0624961758881071       -1471.0505401859523     
   220.00000000000000        266.91019134826865        4.8074482093483709E-006  -15.846699803980851        6.2640412243581021E-003   4.0592959436931126       -1471.0505401859523     
   230.00000000000000        266.92362379763250        5.2454353890337985E-006  -15.846915005676976        6.2582952008572246E-003   4.0561105740366949       -1471.0505401859523     
   240.00000000000000        266.93819396071740        5.6569304671352217E-006  -15.847141762962796        6.2524690598942303E-003   4.0528435473870035       -1471.0505401859523     
   250.00000000000000        266.95382481367767        6.0411358100984876E-006  -15.847379880713541        6.2465695258000203E-003   4.0495362180416237       -1471.0505401859523     
   260.00000000000000        266.97044804693189        6.3980174272051270E-006  -15.847629159140990        6.2406054565129314E-003   4.0461892267562813       -1471.0505401859523     
   270.00000000000000        266.98798644526073        6.7328956992053827E-006  -15.847889393888739        6.2345762977291559E-003   4.0429099377382363       -1471.0505401859523     
   280.00000000000000        267.00640009224543        7.0481553615491762E-006  -15.848160383199879        6.2285021304867112E-003   4.0395335473999436       -1471.0505401859523     
   290.00000000000000        267.02562449706829        7.3414420449734011E-006  -15.848441921769339        6.2223819242995864E-003   4.0361348008372886       -1471.0505401859523     
   300.00000000000000        267.04560715518079        7.6157012066030486E-006  -15.848733807046850        6.2162214782259034E-003   4.0327178947586200       -1471.0505401859523     
   310.00000000000000        267.06629928812089        7.8730787789022882E-006  -15.849035838386987        6.2100242842283264E-003   4.0292946213768710       -1471.0505401859523     
   320.00000000000000        267.08765983545049        8.1147655988501557E-006  -15.849347818600629        6.2037963770803896E-003   4.0258388185708851       -1471.0505401859523     
   330.00000000000000        267.10964636319909        8.3412958117416098E-006  -15.849669553452163        6.1975404558281301E-003   4.0223612194640248       -1471.0505401859523     
   340.00000000000000        267.13222064694020        8.5541090341208076E-006  -15.850000852757930        6.1912593617747275E-003   4.0188699173861560       -1471.0505401859523     
   350.00000000000000        267.15534792603790        8.7545585198492030E-006  -15.850341530463638        6.1849555665008616E-003   4.0153662104447978       -1471.0505401859523     
   360.00000000000000        267.17899718948638        8.9434398361791770E-006  -15.850691405026286        6.1786320322696929E-003   4.0118405790687293       -1471.0505401859523     
   370.00000000000000        267.20313791177500        9.1213033157013684E-006  -15.851050299377112        6.1722907512541314E-003   4.0083024331474952       -1471.0505401859523     
   380.00000000000000        267.22774200684239        9.2894778075565263E-006  -15.851418040932364        6.1659330799417556E-003   4.0047588439760133       -1471.0505401859523     
   390.00000000000000        267.25278603535372        9.4485907764892082E-006  -15.851794462080306        6.1595621651175190E-003   4.0011938520028894       -1471.0505401859523     
