 # temperature   880.00000000000000     
#               v0(iT)                    g0(iT)                    k0(iT)                   dk0(iT)                  d2k0(iT)
 #   268.77141884168151       -15.878380418477523        5.8447138320655116E-003   3.8169447780259951       -1471.0505401859523     
#               volume                     gibbs                 electrons                zero-point                        TS                      g-g0                     g_fit
   250.00000000000000       -15.874072326469028       -15.850550940000000        9.4715978528841990E-003  -3.2992984321912298E-002   4.3080920084950236E-003  -15.874071283246899     
   257.57524999999998       -15.876916031310628       -15.853007650000000        9.2394660672211592E-003  -3.3147847377850037E-002   1.4643871668944541E-003  -15.876920421056331     
   265.30199999999996       -15.878253695149276       -15.853851450000001        9.0067021155607416E-003  -3.3408947264837188E-002   1.2672332824692489E-004  -15.878246776940593     
   273.18175000000008       -15.878169529599239       -15.853183970000000        8.7729656830170116E-003  -3.3758525282255834E-002   2.1088887828391023E-004  -15.878174369343867     
   281.21600000000007       -15.876815067334530       -15.851180960000001        8.5406104135319402E-003  -3.4174717748060669E-002   1.5653511429931655E-003  -15.876813799275016     
